0,100.0221965,60,60
0,100.0337773,60,60
0,100.044393,60,60
0,100.0559738,60,60
0,100.0675545,60,60
0,98.25033777,59,60
0,98.01534453,59,60
0,95.06369427,57,60
0,95.05114843,57,60
0,98.20208454,59,60
0,98.21077012,59,60
0,95.02509168,57,60
0,92.08405713,55,60
0,96.62758155,58,60
0,95.95348388,58,60
0,96.41574986,58,60
2,98.29183555,59,60
2,98.30341633,59,60
2,98.3149971,59,60
2,98.32561282,59,60
2,98.33719359,59,60
2,96.69899633,58,60
2,96.06736151,58,60
2,92.15547192,55,60
2,90.12159815,54,60
2,90.13414399,54,60
2,90.14379463,54,60
2,92.20179502,55,60
2,95.11870295,57,60
2,95.12738854,57,60
2,95.13800425,57,60
2,95.14765489,57,60
4,98.38448176,59,60
4,96.80611851,58,60
4,98.41053851,59,60
4,98.42308435,59,60
4,95.24512642,57,60
4,95.23740591,57,60
4,95.22968539,57,60
4,92.04014669,55,60
4,93.39606254,56,60
4,95.20652384,57,60
4,95.19880332,57,60
4,90.19976838,54,60
4,90.2103841,54,60
4,87.72099981,53,60
4,88.18712604,53,60
4,90.24416136,54,60
8,98.26529627,59,60
8,90.2866242,54,60
8,89.15894615,53,60
8,88.71115615,53,60
8,88.71984173,53,60
8,88.72756225,53,60
8,89.18886315,54,60
8,90.33391237,54,60
8,86.87656823,52,60
8,85.29530979,51,60
8,85.30496043,51,60
8,85.31557614,51,60
8,85.32426173,51,60
8,86.24493341,52,60
8,80.31654121,48,60
8,80.30399537,48,60
16,60.3985717,36,60
16,56.9894808,34,60
16,50.37927041,30,60
16,48.57363443,29,60
16,50.40532716,30,60
16,50.417873,30,60
16,41.98369041,25,60
16,40.40532716,24,60
16,36.29511677,22,60
16,35.3985717,21,60
16,35.41208261,21,60
16,31.9894808,19,60
16,28.58038989,17,60
16,23.58038989,14,60
16,20.40532716,12,60
16,18.5745995,11,60
32,7.072476356,4,60
32,5.494113106,3,60
32,2.312294924,1,60
32,2.299749083,1,60
32,0,0,60
32,0,0,60
32,0,0,60
32,0,0,60
32,0,0,60
32,0,0,60
32,0,0,60
32,0,0,60
32,0,0,60
32,0,0,60
32,0,0,60
32,0,0,60
