0,85.0704421,51,60
0,81.52099374,49,60
0,81.50884107,49,60
0,78.17553667,47,60
0,78.18682129,47,60
0,74.8535169,45,60
0,74.84223227,45,60
0,71.51500421,43,60
2,74.77278843,45,60
2,74.76063576,45,60
2,69.87786564,42,60
2,66.32234095,40,60
2,64.78415986,39,60
2,63.21646513,38,60
2,63.20518051,38,60
2,64.97165823,39,60
4,48.01868039,29,60
4,46.4804993,28,60
4,44.91367262,27,60
4,44.67929966,27,60
4,44.66801503,27,60
4,41.36335622,25,60
4,39.79652954,24,60
4,39.78524492,24,60
8,47.93795193,29,60
8,44.60464753,27,60
8,43.05518181,26,60
8,41.48748709,25,60
8,37.95539969,23,60
8,36.38770497,22,60
8,37.9319624,23,60
8,37.91980972,23,60
16,37.85644222,23,60
16,28.08482565,17,60
16,27.85045269,17,60
16,24.73416029,15,60
16,24.53450925,15,60
16,22.96768257,14,60
16,21.40606418,13,60
16,19.64045451,12,60
32,0,0,60
32,0,0,60
32,0,0,60
32,0,0,60
32,0,0,60
32,0,0,60
32,0,0,60
32,0,0,60
